id,e2_1,e2_2,e2_3,e2_4,e2_5,e2_6,e2_7,e2_8,SMILES,pkbhx
id728,-0.57,0.16,1.23,0.79,-0.38,-0.77,-0.48,2.11,[OH:1]CCF,0.55
id729,-0.97,-0.01,1.69,0.29,-0.39,-0.78,-0.61,4.12,FC(F)(F)c1ccc(cc1)C#[N:1],0.54
id730,0.81,-0.04,-0.87,0.37,0.5,0.44,0.22,-3.45,[OH:1]CCBr,0.54
id731,-1,-0.05,1.72,0.28,-0.39,-0.8,-0.61,4.14,FC(F)(F)c1cccc(c1)C#[N:1],0.53
id732,-0.68,0.04,1.29,0.58,-0.3,-0.71,-0.45,2.5,C1CC=C[O:1]1,0.53
id733,-0.57,0.12,1.2,0.55,-0.28,-0.56,-0.42,2.2,CCOC(=[O:1])c1ccc(cc1)C#N,0.53
id734,-0.99,0.02,1.73,0.33,-0.42,-0.84,-0.62,4.14,[N:1]#Cc1cccnc1,0.53
id735,-0.97,0.01,1.71,0.28,-0.39,-0.76,-0.62,4.13,Clc1cc(Cl)cc(c1)C#[N:1],0.52
id736,-0.6,0.11,1.31,0.62,-0.29,-0.64,-0.46,2.28,COC(=[O:1])c1cccnc1,0.51
id737,-0.58,0.15,1.21,0.58,-0.33,-0.56,-0.44,2.07,[O:1]=C1C=CC(=O)C=C1,0.51
id738,-0.54,0.13,1.18,0.57,-0.27,-0.53,-0.44,2.1,[OH:1]CCCl,0.5
id739,-0.97,0.08,1.61,0.44,-0.4,-0.68,-0.53,3.13,CN(C)C(Cl)=[S:1],0.5
id740,-0.31,0.28,0.98,0.78,-0.31,-0.61,-0.41,1.15,COc1ccc(cc1)[N+]([O-:1])=O,0.5
id741,-0.56,0.06,1.19,0.52,-0.19,-0.5,-0.41,2.01,CCOC(=[O:1])c1ccc(cc1)[N+]([O-])=O,0.5
id742,-0.69,0.08,1.51,0.82,-0.24,-0.88,-0.53,2.15,CCOS(=[O:1])(=O)OCC,0.5
id743,-0.51,0.22,1.29,0.93,-0.35,-0.82,-0.56,1.76,CN(C)C=Nc1ccc(cc1)[N+]([O-:1])=O,0.48
id744,-1.12,0.02,1.85,0.22,-0.46,-0.8,-0.61,4.47,N#Cc1cccc[n:1]1,0.48
id745,-0.32,0.11,1.13,1.05,-0.25,-0.87,-0.43,1.03,[F:1]C1C2CC3CC(C2)C([F:1])C1C3,0.48
id746,-0.99,-0.01,1.72,0.27,-0.38,-0.79,-0.61,4.16,[N:1]#Cc1cccc(c1)C#N,0.48
id747,-1.37,-0.06,1.93,-0.34,-0.52,-0.62,-0.59,5.76,Cc1cccc(C)c1[NH2:1],0.47
id748,-0.96,-0.01,1.66,0.28,-0.38,-0.77,-0.59,3.99,[N:1]#Cc1ccncc1,0.47
id749,-1.06,0.13,1.77,0.43,-0.59,-0.99,-0.64,4.03,[NH2:1]c1ccccc1,0.46
id750,-0.68,-0.04,1.26,0.89,-0.4,-1.22,-0.58,2.25,Cc1ccc(cc1C)[N+]([O-:1])=O,0.46
id751,-0.58,0.08,1.17,0.63,-0.26,-0.63,-0.4,2.05,C1C[O:1]CO1,0.45
id752,-0.55,0.08,1.19,0.59,-0.24,-0.59,-0.41,2.14,CC[O:1]CCCl,0.44
id753,-0.58,0.14,1.29,0.73,-0.34,-0.78,-0.48,2.19,[O:1]=C(C(=O)c1ccccc1)c1ccccc1,0.44
id754,-1.26,-0.06,1.78,-0.28,-0.45,-0.57,-0.53,5.24,C[NH:1]c1ccc(C)cc1,0.43
id755,-0.92,0.04,1.61,0.3,-0.43,-0.77,-0.58,3.91,[O-][N+](=O)c1cccc(c1)C#[N:1],0.43
id756,-0.32,0.25,0.96,0.74,-0.28,-0.57,-0.41,1.16,[O-:1][N+](=O)c1ccc(cc1)C12CC3CC(CC(C3)C1)C2,0.42
id757,-0.34,0.23,0.88,0.58,-0.25,-0.41,-0.35,1.18,CC(C)(C)[N+]([O-:1])=O,0.42
id758,-0.9,0.12,1.72,0.51,-0.54,-1.09,-0.63,3.93,C[N:1](C)c1cccc(C)c1,0.41
id759,-0.68,0.03,1.27,0.55,-0.29,-0.7,-0.46,2.53,C1C[O:1]C=CC1,0.41
id760,-0.63,0.06,1.21,0.53,-0.27,-0.61,-0.45,2.19,CC(C)[N+]([O-:1])=O,0.41
id761,-0.7,0.15,1.38,0.58,-0.34,-0.67,-0.52,2.73,CC(C)(C)[S:1]C(C)(C)C,0.4
id762,-1.44,-0.1,1.82,-0.51,-0.47,-0.51,-0.55,5.92,CCc1cccc(CC)c1[NH2:1],0.39
id763,-0.69,0.13,1.35,0.62,-0.51,-0.98,-0.53,2.79,C[N:1](C)c1ccccc1,0.39
id764,-0.15,0.06,0.84,0.97,-0.13,-0.84,-0.3,0.63,C1C[N:1]2CCCc3cccc(C1)c23,0.39
id765,-0.91,0.01,1.61,0.32,-0.39,-0.76,-0.6,3.84,ClCC#[N:1],0.39
id766,-0.8,-0.02,1.38,0.27,-0.3,-0.63,-0.46,3.12,[OH:1]CC#C,0.38
id767,-0.9,0.2,1.64,0.57,-0.59,-0.99,-0.66,3.64,[N:1]#Cc1ccccc1C#N,0.38
id768,-1.13,0.17,1.97,0.45,-0.66,-1.09,-0.72,4.45,CC(C)c1cccc(C(C)C)c1[NH2:1],0.37
id769,-0.91,0.03,1.62,0.33,-0.39,-0.78,-0.61,3.83,ClC(=C)C#[N:1],0.36
id770,-0.71,0.05,1.39,0.67,-0.31,-0.8,-0.52,2.48,[O:1]=COc1ccccc1,0.35
id771,-0.93,-0.01,1.59,0.26,-0.38,-0.73,-0.57,3.95,[O-][N+](=O)c1ccc(cc1)C#[N:1],0.35
id772,-0.6,0.09,1.04,0.3,-0.25,-0.38,-0.37,2.24,C1C[S:1]CCN1,0.34
id773,-0.69,0.14,1.26,0.52,-0.4,-0.63,-0.45,2.37,CC1(C)C2CCC1(C)C(=[S:1])C2,0.34
id774,-0.28,0.42,0.95,0.83,-0.34,-0.42,-0.33,0.6,CC1(C)C2CCC1(C)C(C2)=N[N+]([O-:1])=O,0.34
id775,-0.25,0.2,0.66,0.47,-0.18,-0.27,-0.24,0.83,C1C[S:1]CN1,0.32
id776,-0.33,0.14,0.77,0.41,-0.16,-0.33,-0.3,1.3,ClCC(=[O:1])CCl,0.32
id777,-0.57,0.16,1.08,0.47,-0.31,-0.52,-0.41,2.07,C1CC[S:1]C1,0.32
id778,-0.79,-0.05,1.3,0.15,-0.25,-0.55,-0.41,3.17,C[O:1]c1c(C)cccc1C,0.32
id779,-0.81,-0.02,1.4,0.37,-0.25,-0.62,-0.51,2.93,CC[N+]([O-:1])=O,0.32
id780,-0.91,0.03,1.39,0.06,-0.35,-0.51,-0.41,3.7,c1nc[n:1]cn1,0.32
id781,-0.22,0.11,0.74,0.68,-0.13,-0.49,-0.3,0.75,[F:1]C12CC3CC(CC(C3)C1)C2,0.31
id782,-0.69,0.13,1.25,0.41,-0.31,-0.52,-0.46,2.58,CC(C)[S:1]C(C)C,0.3
id783,-0.29,0.23,0.84,0.65,-0.25,-0.48,-0.36,0.97,[O-:1][N+](=O)c1ccccc1,0.3
id784,-0.72,0.1,1.23,0.46,-0.37,-0.64,-0.44,2.38,[S:1]=C1SCCS1,0.3
id785,-1.07,-0.04,1.65,-0.11,-0.38,-0.83,-0.55,4.75,CC(C)C[N:1](C(C)C)C(C)C,0.3
id786,-0.97,-0.02,1.64,0.29,-0.41,-0.81,-0.62,4,C#CC#[N:1],0.3
id787,-0.32,0.21,0.96,0.78,-0.26,-0.61,-0.42,1.3,Cc1cccc(C)c1[N+]([O-:1])=O,0.29
id788,-0.76,-0.01,1.32,0.35,-0.23,-0.56,-0.49,2.79,C[N+]([O-:1])=O,0.27
id789,-1.18,-0.07,1.68,-0.3,-0.42,-0.52,-0.49,5,C[NH:1]c1ccccc1,0.26
id790,-0.71,-0.14,1.87,1.4,-0.2,-1.41,-0.64,2.36,COC([O:1]C)(OC)OC,0.26
id791,0.88,0.33,-0.64,0.88,0.1,0.04,0.09,-2.99,CC(=[O:1])C(Cl)Cl,0.25
id792,-0.69,0.14,1.27,0.4,-0.31,-0.47,-0.46,2.52,C[S:1]C(C)(C)C,0.25
id793,-0.63,0.13,1.19,0.52,-0.32,-0.55,-0.45,2.3,CC[S:1]CC,0.25
id794,-0.55,0.15,1.12,0.41,-0.29,-0.56,-0.44,2.44,C[S:1]C1CCCCC1,0.24
id795,-0.8,0.11,1.35,0.1,-0.45,-0.68,-0.49,3.8,C[N:1](C)n1cccc1,0.23
id796,-0.62,0.14,1.19,0.51,-0.32,-0.54,-0.43,2.31,CCCC[S:1]CCCC,0.23
id797,-0.61,0.15,1.17,0.52,-0.31,-0.52,-0.43,2.18,C1CC[S:1]CC1,0.23
id798,-0.64,0.11,1.25,0.5,-0.32,-0.56,-0.45,2.35,CC(=O)C(C)=[O:1],0.23
id799,-0.65,0.06,1.23,0.41,-0.31,-0.63,-0.4,2.48,Cn1[cH:1][cH:1][cH:1][cH:1]1,0.23
id800,-0.93,0.02,1.71,0.1,-0.34,-0.67,-0.5,3.98,CC[N:1](CC)CC(F)(F)F,0.23
id801,-0.66,0.02,1.23,0.53,-0.27,-0.67,-0.43,2.46,C1Cc2ccccc2[O:1]1,0.21
id802,-0.87,0.15,1.44,0.36,-0.56,-0.8,-0.51,3.4,[NH2:1]c1cccc(F)c1,0.2
id803,-0.77,-0.04,1.3,0.26,-0.31,-0.63,-0.45,3.15,BrC(Br)C#[N:1],0.19
id804,-0.77,-0.01,1.34,0.33,-0.3,-0.65,-0.49,3.08,BrC#[N:1],0.19
id805,-0.6,0.14,1.14,0.41,-0.31,-0.49,-0.41,2.29,CC[S:1]C,0.18
id806,-0.53,-0.02,1,0.71,-0.34,-0.97,-0.45,1.86,CC(=O)c1cccc(c1)[N+]([O-:1])=O,0.18
id807,-0.6,0.16,1.2,0.41,-0.47,-0.78,-0.4,2.79,C[N:1](C)c1ccc(Br)cc1,0.17
id808,-0.6,0.13,1.11,0.42,-0.3,-0.47,-0.4,2.22,CCCC[S:1]C,0.17
id809,-0.58,0.13,1.09,0.45,-0.3,-0.48,-0.4,2.12,CCCCCCCC[S:1]C,0.17
id810,-0.52,0.14,1.17,0.76,-0.43,-0.96,-0.47,2.03,C1CC[N:1](C1)c1ccccc1,0.16
id811,-0.59,0.15,1.13,0.49,-0.31,-0.51,-0.42,2.16,CCC[S:1]C,0.16
id812,-0.21,0.25,0.73,0.59,-0.24,-0.39,-0.31,0.77,CCOC(=O)c1ccc(cc1)[N+]([O-:1])=O,0.16
id813,-0.17,0.28,0.67,0.57,-0.26,-0.37,-0.28,0.62,CC(=O)c1ccc(cc1)[N+]([O-:1])=O,0.15
id814,-0.31,0.18,0.83,0.64,-0.26,-0.51,-0.31,1.07,CCOC(=[O:1])C(Cl)(Cl)Cl,0.15
id815,-0.91,0,1.7,0.41,-0.35,-0.88,-0.61,3.81,[O:1]=Nc1ccccc1,0.15
id816,-0.43,-0.04,1.03,0.78,-0.19,-0.83,-0.39,1.58,[cH:1]1[cH:1][cH:1][nH][cH:1]1,0.15
id817,-0.91,-0.01,1.66,0.55,-0.37,-0.9,-0.59,3.35,Fc1cccc(F)[n:1]1,0.14
id818,-0.89,0.19,1.5,0.33,-0.58,-0.79,-0.54,3.51,[NH2:1]c1cccc(Cl)c1,0.13
id819,-0.52,0.17,1.02,0.44,-0.31,-0.45,-0.38,1.98,C1C[S:1]C1,0.13
id820,-0.53,-0.05,1.28,0.74,-0.23,-1.04,-0.52,2.55,CC(C)(C)O[O:1]C(C)(C)C,0.13
id821,-0.54,0.14,1.04,0.4,-0.29,-0.43,-0.38,2.05,C[S:1]C,0.12
id822,-0.61,0.04,1.17,0.44,-0.28,-0.66,-0.43,2.58,C[O:1]c1ccc(OC)cc1,0.12
id823,-0.66,-0.06,1.17,0.44,-0.14,-0.5,-0.37,2.15,COC(=[O:1])C(Cl)(Cl)Cl,0.11
id824,-0.54,0.12,0.97,0.39,-0.29,-0.44,-0.34,1.89,CC1C[S:1]1,0.1
id825,-0.61,0.1,1.25,0.55,-0.3,-0.67,-0.47,2.56,CC[O:1]C=C,0.1
id826,-0.35,0.06,0.8,0.58,-0.16,-0.52,-0.35,1.14,[F:1]C1CCCCC1,0.09
id827,-0.64,0,1.15,0.42,-0.32,-0.79,-0.41,2.57,C[O:1]c1ccc(C)cc1,0.08
id828,-0.51,0.15,1.04,0.46,-0.28,-0.47,-0.38,1.93,C[S:1]CC=C,0.08
id829,-0.24,0.22,0.66,0.53,-0.23,-0.36,-0.26,0.76,CCOC(=[O:1])C(F)(F)F,0.08
id830,-1.05,-0.07,1.43,-0.35,-0.33,-0.34,-0.42,4.44,C[NH:1]c1ccc(Cl)cc1,0.05
id831,-0.25,0.15,0.87,0.93,-0.34,-1,-0.42,1.08,CC[N:1](CC)c1ccccc1,0.05
id832,-0.61,0.04,1.17,0.46,-0.28,-0.66,-0.42,2.59,C[O:1]c1cccc(C)c1,0.05
id833,-0.5,0.14,0.92,0.36,-0.29,-0.39,-0.33,1.73,C1C[S:1]1,0.03
id834,-0.68,0.05,1.25,0.46,-0.32,-0.67,-0.47,2.69,Cc1ccc([OH:1])cc1,0.03
id835,-0.42,0.12,0.87,0.61,-0.26,-0.59,-0.33,1.36,C1OC[O:1]CO1,0.02
id836,-0.3,-0.03,1.01,0.84,-0.08,-0.78,-0.4,1.31,C[c:1]1[c:1](C)[c:1](C)[c:1](C)[c:1](C)[c:1]1C,0.02
id837,-0.28,0.04,0.71,0.53,-0.14,-0.49,-0.28,1.02,CCCCCCCC[F:1],0.02
id838,-0.66,0.04,1.22,0.49,-0.3,-0.67,-0.45,2.6,Cc1cccc([OH:1])c1,0.01
id839,-0.78,0.01,1.37,0.31,-0.33,-0.65,-0.5,3.25,Fc1c(F)c(F)c(C#[N:1])c(F)c1F,0.01
id840,0.98,0.24,-0.9,0.28,0.3,0.88,0.21,-2.12,CC(=[O:1])C(Cl)(Cl)Cl,0
id841,-0.2,0.1,0.6,0.51,-0.11,-0.28,-0.24,0.52,[F:1]C12CC3CC(C1)CC(F)(C3)C2,0
id842,-0.56,0.07,1.15,0.44,-0.25,-0.66,-0.44,2.68,CC[O:1]c1ccccc1,-0.01
id843,-0.28,0.11,0.71,0.36,-0.16,-0.33,-0.23,1.26,C[Se:1]C,-0.01
id844,-0.46,0.19,1.02,0.62,-0.3,-0.53,-0.39,1.69,C[S:1]Cc1ccccc1,-0.02
id845,-0.33,0,0.79,0.56,-0.14,-0.54,-0.31,1.19,[F:1]C1C2CC3CC(C2)CC1C3,-0.02
id846,-0.46,0.09,0.99,0.4,-0.18,-0.37,-0.36,1.87,ClCC[O:1]CCCl,-0.03
id847,-0.15,0.17,0.5,0.51,-0.22,-0.43,-0.18,0.47,CN=C=[S:1],-0.05
id848,-0.24,0.2,0.66,0.45,-0.21,-0.32,-0.25,0.83,CC(=[O:1])C(F)(F)F,-0.06
id849,-0.29,0.02,0.7,0.53,-0.15,-0.53,-0.29,0.99,CCCCC[F:1],-0.06
id850,-0.42,0.19,0.84,0.4,-0.24,-0.27,-0.27,1.28,C1CSC[S:1]C1,-0.06
id851,-0.6,0.03,1.12,0.43,-0.26,-0.62,-0.41,2.48,C[O:1]c1ccccc1,-0.07
id852,0.03,-0.22,0.78,1.16,0.14,-0.96,-0.34,0.15,C[c:1]1[cH:1][c:1](C)[c:1](C)[c:1](C)[c:1]1C,-0.07
